,Baetis fuscatus,Limnodrilus gotoi,Hydropsyche kozhantschikovi,Teloganopsis punctisetae,Ephemera orientalis,pH,Conductivity,DO,BOD,COD,SS,TN,TP
observation287,1,0,0,1,0,8.122222222,231,10.03333333,1.011111111,3.066666667,8.055555556,3.331,0.031
observation288,1,0,1,1,1,8.085714286,237.7142857,10.11428571,0.857142857,5.214285714,87.7,3.395,0.150428571
observation289,0,0,0,1,0,8.625,232.625,10.2,0.775,2.925,6.8625,2.8035,0.0255
observation290,1,0,1,1,0,8.814285714,245.4285714,9.428571429,0.7,3.728571429,17.78571429,3.037142857,0.043
observation291,1,0,0,0,0,8,216.5,11.95,1.45,2.4,2.35,4.3835,0.043
observation292,1,1,1,1,1,8.45,308.5,12.7,0.3,1.75,0.65,3.444,0.0145
observation293,0,1,0,1,1,8.25,189,10.75,0.2,1.95,3,3.4815,0.007
observation294,1,0,0,0,1,7.4,237,11.2,0.85,2.1,2.1,2.674,0.06
observation295,0,1,0,0,0,8.7,191.5,12.7,1.6,3.3,3.9,1.6705,0.008
observation296,0,0,0,0,1,8.15,249,12.25,1.55,3.05,4.9,2.475,0.0145
observation297,0,1,0,0,1,8.45,155,11.55,1.3,3,6.45,2.3305,0.0335
observation298,1,1,0,0,1,8.3,138,10.15,1.1,2.3,3.3,3.186,0.0095
observation299,1,1,0,0,1,8.35,197.5,12.1,1.05,3.15,1.85,2.8075,0.0115
observation300,0,1,0,0,1,7.75,216,8.45,1.55,4.5,1.85,3.1755,0.0175
observation301,1,1,0,0,1,8.6,239.5,8.85,0.65,2.45,4.1,2.1585,0.0205
observation302,0,1,0,0,1,8.3,228,9.2,1.25,2.4,5.85,2.925,0.0155
observation303,0,0,0,0,1,8.4,262.5,11.4,0.7,2.35,1.05,2.472,0.016
observation304,0,1,1,0,1,8.55,263,9.9,0.3,2.1,4.15,2.533,0.0235
observation305,1,0,0,1,1,8.25,427,10.85,0.5,1.9,1.5,5.1555,0.027
observation306,1,0,1,1,0,7.9,385,9.9,0.5,1.6,0.5,2.466,0.025
observation307,1,0,0,1,1,8.15,375,11.35,0.6,1.65,3.3,4.275,0.0115
observation308,0,1,1,1,1,7.45,395,10.8,0.8,1.1,1.25,3.5965,0.027
observation309,1,1,0,1,1,8.15,352,11.55,0.45,1.3,1.9,2.9255,0.0205
observation310,0,0,1,1,1,8.15,407,11.55,0.45,1.4,2.2,3.2185,0.0085
observation311,1,1,1,1,1,8.25,386,12.95,1.3,2.15,2.1,2.5985,0.0195
observation312,1,1,1,1,0,8.05,455,11.35,0.7,2,2.1,4.0795,0.016
observation313,0,1,0,0,1,8.3,469,10.75,1.15,2,2.3,2.521,0.0065
observation314,0,1,0,0,1,8.15,461.5,10.95,0.5,2.1,3.65,1.4995,0.0215
observation315,0,1,0,0,1,8.1,438,12.2,0.85,2.2,2.5,3.914,0.0075
observation316,0,0,0,0,1,8.1,460.5,12.65,0.55,1.8,2.15,2.75,0.0085
observation317,1,1,1,1,1,8.05,398.5,12.05,0.45,2.6,8.9,2.8775,0.011
observation318,0,1,0,0,1,8.15,444,11.2,0.75,2.7,4.5,3.8505,0.008
observation319,0,1,0,0,0,7.9,177.5,16.25,1.3,2.25,2.3,3.5765,0.015
observation320,0,1,0,0,0,8.65,257,10.2,0.25,2.8,4.55,3.825,0.025
observation321,1,0,0,0,1,8.05,188,11.4,0.3,2.15,2.5,3.644,0.016
observation322,0,0,0,0,0,7.45,239,9.35,0.75,2.65,2.85,3.1855,0.022
observation323,0,1,0,0,1,8.55,200.5,10.2,1.1,2.75,4.95,2.3365,0.0155
observation324,0,0,0,0,1,8.15,241,10.7,1.35,2.55,7.25,2.9905,0.0125
observation325,0,1,0,0,1,8.55,189.5,11.55,1.5,2.95,6.75,2.2025,0.015
observation326,0,0,0,0,1,8.25,246.5,9.9,0.9,2.4,2.55,3.0835,0.0075
observation327,0,0,0,0,1,8.4,196,12.1,1.25,3.3,2.8,2.7475,0.013
observation328,0,1,0,0,1,8.4,215,9.05,0.7,3.6,1.65,3.022,0.0105
observation329,0,1,0,0,1,8.4,237.5,9.9,0.95,2.5,3.55,3.6585,0.022
observation330,0,1,0,0,1,8.55,230,9.35,1.7,2.3,5.85,3.1615,0.027
observation331,1,0,0,0,1,8.45,262,11.3,0.85,2.3,1.45,2.46,0.0155
observation332,0,1,0,0,1,8.7,263,9.6,0.2,1.85,1.95,2.5845,0.0145
observation333,1,0,0,0,0,8.5,159.5,11.3,0.65,1.8,1.2,3.2695,0.0305
observation334,1,1,1,1,0,8.4,194,9.6,0.7,2.2,0.6,1.591,0.029
observation335,1,0,1,1,0,8.5,120.5,11.7,0.85,2.4,1.5,3.399,0.0265
observation336,0,1,0,1,0,7.4,156.5,8.8,0.9,1.8,0.45,2.346,0.027
observation337,1,1,0,1,0,8.15,122,11.55,0.55,1.2,1.6,1.931,0.023
observation338,1,0,1,1,0,8.55,168.5,11.2,0.7,2.1,1.2,2.149,0.0195
observation339,1,1,1,1,1,8.65,115,12.95,0.9,1.95,4.05,2.844,0.0535
observation340,1,1,1,1,1,8.4,175,10.1,0.65,2.1,1.2,2.0745,0.02
observation341,1,1,1,1,0,8.55,153.5,11.1,0.5,1.6,2.05,1.7825,0.0105
observation342,1,0,1,1,1,8.65,256.5,11.7,0.7,2.3,1.5,1.4215,0.0255
observation343,1,0,0,1,1,8.55,167.5,12.1,1.05,2.5,1.45,2.1685,0.0155
observation344,1,1,1,1,0,8.4,173.5,11.7,0.65,2.7,1.75,1.5615,0.015
observation345,1,0,1,1,0,8.4,151.5,11.7,0.55,2.1,2.75,1.7055,0.0075
observation346,1,0,1,1,0,8.45,203,10.55,0.85,3.4,4.7,1.5465,0.0225
observation347,1,1,1,1,0,8.35,173,10.75,1.15,2.05,1.9,4.159,0.007
observation348,1,1,1,1,0,8.5,228.5,10.45,0.4,2.05,1.7,2.6015,0.024
observation349,1,1,1,1,0,8.1,160.5,10.2,0.9,2,2.9,4.419,0.0205
observation350,0,0,1,1,0,8.3,168,10.8,0.6,2.4,1.05,3.1595,0.032
observation351,1,1,1,1,1,8.2,175,11.25,0.3,1.65,3.2,2.4485,0.0145
observation352,1,0,1,1,0,8.05,173,10.05,0.9,1.9,3.55,3.147,0.013
observation353,1,1,1,1,0,8.5,172,9.75,0.65,2.8,5.3,2.6525,0.0155
observation354,1,1,1,1,1,8.15,113.5,9.9,0.7,2.5,3.1,2.9925,0.106
observation355,1,1,1,1,1,8.3,178,10.15,0.95,3.1,3.25,3.013,0.016
observation356,1,1,1,1,0,8,264,10.3,1.25,2.6,1.2,2.5885,0.0325
observation357,1,1,1,1,1,8.05,202.5,10.75,1.3,2.05,2.85,3.388,0.015
observation358,1,0,1,1,0,8.25,243.5,9.65,0.45,1.5,1.5,2.116,0.014
observation359,1,0,1,1,1,8.1,251.5,15.15,1.1,2.2,3.25,2.2355,0.0165
observation360,1,0,1,1,1,8.15,293,9.9,0.7,1.9,1.4,1.825,0.02
observation361,1,0,1,1,0,7.55,486.5,12.95,4.25,4.75,2.65,7.4525,0.328
observation362,1,1,1,1,0,8.1,486,10.95,0.65,3.8,2.1,6.3975,0.069
observation363,1,1,1,1,0,8.3,464.5,10.95,3.2,4.35,7.7,9.957,0.056
observation364,1,0,1,1,0,8.2,249,9.6,1.55,3.7,2.4,7.0185,0.042
observation365,0,1,0,0,0,7.45,562.5,9.95,3.45,6.05,5.75,7.057,0.108
observation366,1,0,1,0,0,7.8,457.5,10.1,2.1,3.7,1.75,5.1995,0.062
observation367,0,1,0,1,0,7.35,637,10.4,5.55,7.7,3.3,10.9285,0.141
observation368,1,1,1,0,0,7.4,535.5,10.05,1.8,3.95,3.4,4.574,0.128
observation369,1,1,0,0,0,7.45,423.5,10.85,2.6,5.9,3.95,5.8,0.0605
observation370,1,1,0,0,0,8,375,11.85,0.9,4.2,3.85,4.736,0.0565
observation371,0,1,0,0,0,7.5,609,10.65,3.1,5.55,5.5,6.287,0.045
observation372,1,0,0,0,0,7.25,594,10.45,1.35,4.4,3.6,4.469,0.069
observation373,1,1,1,0,0,7.2,596.5,10.55,5.3,7.1,4.75,15.9665,0.033
observation374,1,1,0,0,0,7.75,560,10.7,1.45,5.75,4.9,4.635,0.0275
observation375,1,1,0,1,0,8.65,260,10.65,1.45,2.75,2.1,5.3455,0.072
observation376,1,1,1,1,0,8.6,373.5,11.5,0.6,2.25,12.7,4.398,0.044
observation377,1,0,1,1,0,8.4,261.5,11.2,1.25,2.85,2.35,6.3235,0.0235
observation378,0,0,1,1,0,8.2,172.5,8.3,1,3.8,4.35,4.4845,0.033
observation379,1,1,1,1,1,8.1,308.5,11.8,2.25,4,4.2,4.1115,0.0585
observation380,1,0,1,1,1,8.15,278.5,10.4,1.1,2.7,6.05,4.569,0.038
observation381,1,1,1,1,1,8.6,325,11.35,2.35,6,10,5.0045,0.046
observation382,1,1,1,1,1,8.6,364,11.65,1,3.1,3.7,3.897,0.046
observation383,1,1,1,1,1,9,273.5,11.5,1.4,4.75,4.85,3.195,0.039
observation384,1,0,1,1,1,8.45,426.5,11.1,1.6,4.4,1.65,3.4165,0.0305
observation385,1,1,1,1,1,8.05,290.5,11.45,1.4,3.3,6.95,3.874,0.0295
observation386,0,1,0,0,1,8.6,325,10.5,1.2,2.1,9.85,2.673,0.0505
observation387,1,1,1,1,1,8.2,449.5,11.3,2.4,4.7,3.95,4.908,0.033
observation388,1,0,1,1,1,8.5,440.5,11,0.75,2.85,3.45,2.3035,0.0275
observation389,1,0,1,1,0,8.15,110.5,10.55,1.8,2.2,3.4,5.1555,0.0415
observation390,1,0,1,1,0,8.75,152.5,10.55,0.25,1.75,1.35,3.79,0.025
observation391,1,1,1,1,0,8.55,135.5,9.7,0.75,1.9,1.15,5.682,0.017
observation392,1,0,1,1,0,8,129.5,8.15,0.7,1.9,1.15,3.851,0.05
observation393,1,0,1,1,0,8.6,113.5,12.1,0.65,2.05,8.15,2.994,0.043
observation394,1,0,1,1,0,8.3,133,12.7,0.7,1.4,1.75,3.4315,0.024
observation395,1,0,0,1,0,8.6,120.5,11.7,1.05,2.35,3.75,3.93,0.0575
observation396,1,0,1,1,0,8.7,163,11.7,0.8,2.1,2.1,3.8945,0.036
observation397,1,0,1,1,0,8.55,248,10.8,0.65,2.3,2.65,3.7865,0.023
observation398,1,0,0,1,0,8.25,384,11.9,0.65,1.9,2.8,3.2745,0.0145
observation399,1,0,1,1,1,8.15,129,12.85,0.85,1.7,1.95,3.958,0.016
observation400,1,0,1,1,1,7.75,157.5,12.4,0.45,1.9,1.65,3.158,0.0195
observation401,1,0,1,1,1,7.85,115,12.55,0.7,1.9,1.7,2.7005,0.0115
observation402,1,0,1,1,0,7.8,210.5,10.8,0.6,2.5,2.75,3.319,0.0215
observation403,0,1,0,0,1,7.9,387,13.1,4.6,6.35,3.85,3.325,0.0165
observation404,0,1,0,0,0,8.4,356,11.4,1.6,3.9,12.75,3.32,0.049
observation405,1,0,0,0,0,8.6,392,11.95,2.05,5.15,4.6,3.3715,0.026
observation406,1,1,0,1,0,9,223.5,11.45,3.85,7,11.55,2.4,0.0335
observation407,0,0,0,0,0,8.25,209,13.5,0.7,2.5,4.15,3.294,0.023
observation408,0,1,0,0,1,8.25,172.5,8.75,0.35,3.2,3.6,2.1765,0.0225
observation409,0,1,0,0,1,8.3,202.5,13.2,0.3,1.9,1.85,2.7165,0.021
observation410,0,1,0,0,1,8.25,188,8.95,1.05,3.2,2.2,2.884,0.0175
observation411,0,1,0,0,1,7.944444444,215.7777778,13.63333333,0.577777778,2.255555556,2.144444444,2.513777778,0.013333333
observation412,1,1,0,0,1,7.977777778,173.6666667,8.288888889,0.766666667,2.344444444,3.944444444,2.597222222,0.036777778
observation413,0,1,0,0,0,8.1,195,12.85555556,0.733333333,2.411111111,2.455555556,2.319666667,0.017444444
observation414,0,1,0,0,0,7.755555556,213.8888889,7.655555556,0.755555556,2.466666667,2.188888889,2.646777778,0.014
observation415,0,1,0,0,0,8.311111111,230.8888889,13.36666667,0.811111111,2.488888889,1.288888889,2.793444444,0.007111111
observation416,0,1,0,0,1,8.1,231.625,7.85,0.9125,3.7625,1.575,2.19375,0.019625
observation417,0,1,0,0,1,8.1125,247.375,14.0375,1.125,2.3125,3.35,2.5665,0.02075
observation418,0,1,1,1,0,8,215,8.7,1.128571429,2.514285714,2.014285714,2.984857143,0.029285714
observation419,0,1,0,0,0,7.875,260.625,11.825,1,3.5625,0.8,2.358875,0.01175
observation420,0,1,0,0,1,7.95,210.3333333,8.45,0.616666667,3.166666667,2.4,2.465166667,0.023333333
observation421,0,1,0,0,0,8.155555556,255,11.98888889,1.133333333,2.688888889,1.744444444,2.347222222,0.015333333
observation422,0,1,0,0,0,7.925,209.875,8.6625,1.3625,2.9875,3.3125,2.98575,0.034875
observation423,0,1,0,0,0,8.133333333,238.5555556,12.12222222,1.022222222,2.355555556,0.9,2.399222222,0.013777778
observation424,0,1,0,0,1,8.1,253.5555556,8.066666667,0.477777778,2.511111111,1.255555556,1.819333333,0.016
observation425,0,1,0,0,1,8.0625,274,11.9875,1.2125,2.925,0.5125,2.01225,0.016375
observation426,0,1,0,0,0,8.2,177.25,9.4125,1.1375,3.725,8.8125,2.165125,0.05425
observation427,0,1,0,0,0,8.255555556,227.3333333,12.25555556,1.188888889,2.711111111,1.222222222,2.255555556,0.013222222
observation428,0,0,0,0,1,8.25,269,8.95,0.8375,2.775,2.625,2.438375,0.021
observation429,1,0,0,0,0,8.65,97,10.5,0.65,1.6,1.05,3.291,0.0085
observation430,1,1,1,1,0,7.85,86,9.5,0.3,1.8,1.2,1.9205,0.0135
observation431,1,0,1,1,0,8.15,70.5,11.2,0.6,1.8,0.75,3.779,0.023
observation432,0,0,0,0,0,7.55,60.5,8.25,0.6,2.7,1.95,2.13,0.025
observation433,1,1,1,1,0,7.85,61,10.75,0.6,1.1,1.15,1.7715,0.0135
observation434,1,1,1,1,0,8.25,82.5,9.45,0.4,1.9,1.15,1.98,0.0105
observation435,1,1,0,1,0,7.7,79,11.45,0.45,2,1.3,3.184,0.0215
observation436,1,0,1,1,0,7.85,104.5,10.45,0.55,1.95,0.95,3.0385,0.013
observation437,1,1,1,1,0,7.75,71,10.65,0.45,1.5,1.3,2.131,0.0095
observation438,1,0,1,1,0,8.15,111.5,10.35,0.6,2.1,0.85,2.31,0.1125
observation439,0,1,0,1,1,8,101.5,11.2,0.45,1.5,1.1,3.3205,0.0065
observation440,1,0,0,0,0,8.2,107.5,10.8,0.6,2.3,0.85,2.254,0.008
observation441,1,1,0,1,0,7.75,87,11.2,0.8,1.9,2.2,2.0775,0.007
observation442,1,0,0,1,0,7.6,143,9.65,0.4,2.55,0.9,2.886,0.003
observation443,1,0,1,1,0,8.45,227.5,10.65,1.5,3,1.95,3.8115,0.0265
observation444,1,1,1,1,1,8.05,232,11.1,2.1,2.8,1.4,2.058,0.044
observation445,0,0,1,1,1,8.4,172,10.85,1.35,2.85,5.75,4.4525,0.0125
observation446,1,0,1,1,1,7.25,157,9.3,0.9,3.05,3.75,2.093,0.038
observation447,1,1,1,1,0,7.85,148,10.85,0.95,1.8,2.85,2.3175,0.0125
observation448,1,0,1,1,1,8.2,210,11.05,0.65,2.4,2.6,2.0775,0.017
observation449,1,1,1,1,1,7.85,208.5,10.55,1.5,3.7,6.25,2.9525,0.0535
observation450,1,1,0,1,1,7.75,242.5,10,0.85,2.7,1.45,2.6265,0.018
observation451,1,0,1,1,1,8.15,171,10.55,0.3,2,3.4,2.1485,0.0075
observation452,1,0,0,1,0,8,273.5,12,0.9,2.3,1.2,1.0685,0.005
observation453,0,1,0,1,0,8.1,233.5,11.05,0.75,3.3,1.5,2.524,0.0075
observation454,0,1,0,0,1,7.8,267.5,9.5,0.6,2.6,1.75,1.5355,0.02
observation455,0,1,0,1,0,7.75,207,10.25,1.4,3.1,2.05,1.3665,0.0055
observation456,1,1,1,1,1,7.95,255.5,9.35,0.55,3.3,1.45,2.542,0.0085
observation457,1,1,0,0,0,7.55,152.5,11.3,0.75,4.55,7.5,3.4305,0.0375
observation458,1,0,1,1,0,7.55,149.5,8.6,0.6,2.45,3,1.71,0.019
observation459,1,0,1,1,0,8.5,126.5,10.2,0.95,2.8,4.1,3.166,0.0145
observation460,1,0,1,1,0,7.8,137,9.6,0.5,3.9,2.35,1.764,0.018
observation461,1,0,1,1,0,7.9,140.5,10.75,0.9,3.25,6.55,2.394,0.0175
observation462,1,0,1,1,0,8.05,193,12.35,0.75,3.05,3.9,2.2695,0.0355
observation463,1,0,1,1,1,7.9,127,10.25,1,2.85,5.3,1.793,0.013
observation464,1,1,0,0,1,7.5,116.5,9.25,1.15,3.6,6.15,3.0165,0.044
observation465,1,0,1,1,0,8.05,116,10.45,0.7,3.3,2.8,2.3105,0.0165
observation466,1,0,1,1,0,8.4,184.5,9.8,1.05,4.1,4.95,1.275,0.022
observation467,1,1,0,1,1,8,151,11.55,0.6,2.35,7.35,2.7995,0.019
observation468,0,1,0,0,1,7.95,173,11,1.15,2.95,2.3,1.472,0.025
observation469,1,1,1,1,1,8.25,179,11.1,0.85,2.8,3.7,1.9745,0.0195
observation470,0,1,0,0,1,8.45,191,10.25,0.7,3.05,1.65,2.1325,0.016
observation471,1,0,1,1,0,8.95,251,11.55,0.9,2.15,5.35,3.7265,0.023
observation472,1,0,1,1,0,8,208.5,9.5,0.7,3.1,4.2,1.8395,0.0365
observation473,1,0,1,0,1,7.65,201.5,11.3,1.05,2.45,3.95,3.5315,0.0255
observation474,1,1,1,1,1,6.85,173.5,9,0.85,1.95,2.25,2.6015,0.0435
observation475,1,1,1,1,1,8,176,11.7,1.6,2.8,39.6,2.555,0.036
observation476,1,0,1,1,0,8.05,200,9.9,0.7,2.6,5.6,2.2155,0.0625
observation477,1,1,1,1,0,7.95,248,10.75,1.85,3.85,10.05,2.7345,0.0495
observation478,1,0,1,1,1,7.45,228,9.9,1.4,3.95,6.6,2.7225,0.1055
observation479,1,0,1,1,0,8,194.5,10.65,1.5,3.4,9.05,2.444,0.037
observation480,1,0,1,1,0,8.2,295,11.05,2,3.8,5.85,1.1845,0.0325
observation481,1,0,1,0,1,8.25,316,11.1,1.95,3.5,6.3,2.5565,0.0215
observation482,1,0,1,0,0,7.65,268,10.25,1.3,3.3,3.75,2.058,0.0535
observation483,1,0,0,1,1,7.85,268,10.8,3.1,4.5,7.1,1.9365,0.016
observation484,1,0,1,1,1,7.75,288.5,9.2,0.7,3.95,4.45,3.181,0.0305
observation485,1,1,1,1,0,8.45,150,13.25,0.9,3.6,10.15,3.7895,0.0425
observation486,1,0,1,1,0,7.95,165.5,8.5,0.45,2.45,3.7,1.769,0.0285
observation487,1,0,1,1,0,8.3,145,9.55,1.1,2.75,5.8,3.4225,0.0165
observation488,1,0,1,1,0,8,147.5,10.75,0.4,2.9,1.85,1.9105,0.014
observation489,1,0,1,1,0,8.15,144,10.8,0.8,3.5,8.3,2.39,0.025
observation490,1,0,1,1,0,8.2,177,11.05,1.15,3.35,6,2.2915,0.032
observation491,1,0,1,1,0,8.4,166,11.7,2.05,3.2,9.8,1.951,0.014
observation492,1,0,0,0,1,7.55,125,8.9,1.05,4.35,15.5,2.761,0.0905
observation493,1,0,1,1,1,8.1,116,10.85,0.9,3.6,3.15,2.3015,0.022
observation494,1,1,1,1,0,8.4,220.5,9.75,0.85,4.6,3.4,1.067,0.0235
observation495,1,1,1,1,0,8,180.5,11.15,1,3.75,9.15,2.895,0.028
observation496,1,1,1,1,0,8.4,191.5,10.8,1.1,3.4,2.55,1.67,0.036
observation497,1,1,0,1,1,8.25,203.5,10.4,1,2.6,6.05,1.7435,0.016
observation498,1,1,1,1,0,8.7,203.5,10.8,0.8,3.15,1.75,2.118,0.0235
observation499,1,0,1,1,1,8.5,255.5,10.7,1.4,4.3,7.75,3.9425,0.0515
observation500,1,0,1,1,1,8.25,213,9.65,1.95,3.9,13.55,1.8905,0.023
observation501,1,0,1,1,0,8.6,184,12.05,3.05,4.55,15.3,4.115,0.0545
observation502,1,0,1,1,0,7.25,152,8.7,2.25,4.4,7.2,2.223,0.1055
observation503,1,1,1,1,1,8.3,199.5,10.55,3.9,5.3,9.8,3.2725,0.0405
observation504,1,0,1,1,1,7.85,207,9.25,1.05,3.3,8.2,2.5355,0.0585
observation505,1,0,1,1,0,7.85,272.5,10.4,2.5,5.4,6.25,1.893,0.0555
observation506,1,0,1,1,1,7.5,269.5,9.8,1.7,3.95,5.1,2.138,0.07
observation507,0,0,1,1,1,8.1,223,10.35,1.45,4,6.7,2.004,0.024
observation508,1,0,1,1,1,7.7,308,10.8,1.4,3.6,4.15,1.1465,0.022
observation509,1,1,1,1,1,7.95,347.5,10.75,2.1,3.8,4.9,2.0185,0.017
observation510,1,1,1,1,1,8.1,322.5,11.25,2.1,4.2,14.65,1.688,0.0715
observation511,1,1,0,1,1,7.75,349,11.85,3.25,5.2,6.8,1.744,0.0185
observation512,0,1,1,0,0,7.85,346.5,9.1,1.5,5.1,6.05,2.1645,0.021
observation513,1,1,1,1,0,8.45,249.5,11.3,0.5,2.35,1.4,5.0545,0.0295
observation514,1,0,1,1,1,8.1,258,9.1,0.5,2.4,0.3,2.256,0.039
observation515,1,0,1,1,1,8.55,202,13.2,0.85,2.35,1.65,4.0975,0.0315
observation516,1,0,1,1,0,7.15,220,9.7,0.95,2,0.7,3.2995,0.0575
observation517,1,1,1,1,0,8.25,202.5,11.35,0.7,1.5,3,3.388,0.0505
observation518,1,1,1,1,1,8.6,234,11.3,0.45,1.8,2.2,3.0095,0.0435
observation519,1,1,1,1,1,8.75,236,14.35,0.9,3.2,5.25,3.322,0.0545
observation520,1,0,1,0,0,8.15,277,9.8,1.3,3.05,4.2,4.392,0.0535
observation521,1,1,1,1,1,8.05,334.5,10.45,0.95,2.3,6.3,3.3945,0.056
observation522,1,1,0,1,1,8,355.5,11.15,0.35,2.3,5.7,2.4075,0.05
observation523,1,0,0,1,1,8.35,293.5,12.2,0.65,2.4,1.35,3.8545,0.0345
observation524,1,1,1,1,1,8.45,297,11.05,0.4,2.4,2.55,2.153,0.0425
observation525,1,1,1,0,0,8.25,231.5,12.35,1,2.9,3.25,2.7155,0.0345
observation526,1,1,1,1,1,8.5,297.5,12.65,0.7,3.75,1.35,2.752,0.0235
observation527,0,1,1,1,1,8.6,279.5,11.7,0.7,2.4,1.55,5.2485,0.0295
observation528,1,0,1,1,0,8.2,300,10.7,0.7,2.2,0.7,2.779,0.069
observation529,1,0,1,1,1,8.2,240.5,13.45,1.15,2.95,2.35,4.0525,0.0245
observation530,1,1,1,1,1,6.75,252,9.5,0.9,2.55,1.1,3.6345,0.0345
observation531,1,0,1,1,1,8.15,245.5,11.2,0.95,2,1.9,3.555,0.0415
observation532,1,0,1,1,1,8.4,284.5,11.45,0.7,2.2,8.75,3.4735,0.049
observation533,1,1,1,1,1,8.55,282.5,14.2,1.4,3.4,3.3,3.8545,0.026
observation534,0,1,0,0,0,7.85,314.5,10.1,0.8,2.45,3,3.5895,0.034
observation535,1,1,1,0,1,7.8,381,10.55,1.35,3.1,3.7,3.6035,0.044
observation536,1,0,1,1,1,7.85,352,11.7,0.6,3.1,8.65,2.0075,0.07
observation537,1,0,0,1,1,8.2,368,12.05,1.1,3.1,4.75,4.1605,0.026
observation538,0,1,1,1,1,8.25,328.5,13.25,0.7,3,2.2,2.1545,0.0355
observation539,1,1,1,1,1,8,287,14.2,1.25,3,1.85,3.1825,0.0205
observation540,1,0,1,0,0,8,332,12.95,0.7,3,1.6,2.951,0.026
observation541,0,1,0,0,0,8.175,203,12.3,2.7,6.2625,29.025,4.23475,0.131875
observation542,0,0,0,0,1,8.071428571,192.7142857,9.642857143,0.928571429,3.357142857,5.957142857,2.461428571,0.060714286
observation543,0,0,0,0,1,7.842857143,217.7142857,10.68571429,2.685714286,5.428571429,14.27142857,4.724142857,0.141857143
observation544,0,1,1,0,1,7.9625,167.75,10,0.6875,3.65,5.175,2.76925,0.0625
observation545,0,1,0,0,0,8.1375,203.5,12.0875,2.2125,5.025,8.4625,2.781875,0.051125
observation546,0,0,0,0,0,7.928571429,190.1428571,9.6,1.085714286,4.014285714,6.4,2.260857143,0.048714286
observation547,0,1,0,0,0,8.277777778,243.3333333,12.6,2.311111111,4.511111111,7.877777778,2.416222222,0.038111111
observation548,0,1,0,0,0,7.842857143,225.5714286,9.171428571,1.371428571,3.571428571,5.828571429,2.306142857,0.042
observation549,0,1,0,1,0,8.133333333,222.7777778,11.01111111,1.988888889,4.044444444,7.577777778,3.427555556,0.049888889
observation550,0,1,0,1,0,8.242857143,304.8571429,12.98571429,3.214285714,5.671428571,7.371428571,1.981714286,0.039
observation551,0,1,0,0,0,7.9,225.5,10,1.475,3.975,7.2125,2.79725,0.040625
observation552,0,1,0,0,0,7.971428571,258,9.428571429,1.185714286,4.157142857,4.142857143,2.285428571,0.047857143
observation553,0,1,0,0,0,8.3625,263.125,11.1125,1.775,4.175,5.0875,2.448375,0.043875
observation554,0,1,0,0,1,8.125,192.375,9.4125,1.0625,4.025,4.8625,2.93025,0.04325
observation555,0,0,1,1,1,6.9,191,12.2,0.55,2.3,3.85,3.798,0.039
observation556,1,0,1,1,0,8.05,179.5,9.85,0.4,3.6,4.2,2.309,0.031
observation557,0,1,1,1,0,8.45,195,13.05,0.6,2.3,4.05,3.3645,0.0305
observation558,1,0,1,1,1,8.5,173.5,9.3,1.45,2.85,2.6,2.8335,0.0275
observation559,0,1,1,1,0,8.088888889,217.1111111,13.61111111,0.622222222,2.622222222,2.222222222,2.479,0.015
observation560,1,0,1,1,0,8.144444444,170,8.311111111,0.844444444,2.777777778,4.855555556,2.593444444,0.051666667
observation561,1,1,1,1,1,8.255555556,189.2222222,13.48888889,1,2.633333333,6.422222222,2.395666667,0.017888889
observation562,0,1,1,1,1,7.744444444,214.1111111,8.344444444,0.922222222,2.644444444,4.355555556,2.657777778,0.021444444
observation563,0,0,1,1,1,8.455555556,225,12.01111111,0.855555556,2.955555556,2.988888889,2.843111111,0.011666667
observation564,0,1,1,1,0,8.5375,243.375,9.6875,1.8875,4.575,3.5125,2.048625,0.0265
observation565,0,1,0,0,1,8.0125,249.125,13.9,1.55,2.725,3.9875,2.443,0.0155
observation566,0,1,0,0,1,8.271428571,234.1428571,10.21428571,1.285714286,2.971428571,2.671428571,2.375571429,0.018142857
observation567,0,1,0,0,1,8.244444444,246,12.54444444,1.077777778,2.633333333,2.177777778,2.257111111,0.015777778
observation568,0,1,0,0,0,8.1,256,9.055555556,0.533333333,2.911111111,2.933333333,1.789888889,0.020666667
observation569,1,0,1,1,0,8.4,208,10.25,1.6,3.3,2.7,3.064,0.028
observation570,1,1,1,1,0,7.25,169,9.05,0.65,2.3,1.5,2.1205,0.028
observation571,1,0,1,1,0,8,167,11.5,1.35,3.75,6.85,3.9735,0.0395
observation572,0,0,1,0,0,7.15,141,8.95,1.05,3.35,2.35,2.101,0.041
observation573,1,1,0,0,0,8.1,170.5,11.35,0.85,2,2.3,2.07,0.0235
observation574,1,1,1,0,0,7.85,192.5,9.15,0.65,2.8,1.3,2.1475,0.04
observation575,1,1,0,0,0,7.25,225,12.5,0.95,3.15,2.2,2.144,0.043
observation576,0,1,0,0,0,7.5,248.5,9.3,0.7,3.15,3.45,2.999,0.0315
observation577,1,1,1,0,1,7.45,232,11.1,0.8,4.4,2.75,3.2515,0.072
observation578,0,1,0,0,0,8.2,256.5,10.15,0.7,4,5.55,2.8065,0.059
observation579,0,1,0,0,0,7.4,266.5,10.15,0.95,3.4,3.3,3.1045,0.0255
observation580,0,1,0,0,0,7,249.5,9.3,0.65,3.3,4.95,1.688,0.0435
observation581,1,0,1,1,0,7.75,252,12,1.45,3.9,4.6,2.2985,0.0315
